23823380 276.250000 Europa 19.947001
23841380 276.500000 Ganymede 19.962000
23853380 276.500000 Ganymede 19.893000
23859420 276.750000 Europa 19.837000
23859486 276.750000 Ganymede 19.860001
23865380 276.750000 Ganymede 19.829000
23871380 276.750000 Ganymede 19.799999
23871420 276.750000 Europa 19.849001
23877380 276.750000 Ganymede 19.771000
23883378 277.000000 Ganymede 19.745001
23889378 277.000000 Ganymede 19.719999
23895378 277.000000 Ganymede 19.697001
23901378 277.250000 Ganymede 19.676001
23907380 277.250000 Ganymede 19.657000
23949140 277.750000 Ganymede 19.589001
23955140 277.750000 Ganymede 19.589001
23955180 277.750000 Ganymede 19.589001
23961140 277.750000 Ganymede 19.591000
23967140 278.000000 Ganymede 19.596001
23973140 278.000000 Ganymede 19.604000
23979140 278.000000 Ganymede 19.613001
24020900 278.500000 Ganymede 19.747000
24026900 278.500000 Ganymede 19.775000
24026942 278.500000 Ganymede 19.775999
24032900 278.750000 Ganymede 19.805000
24032942 278.750000 Ganymede 19.806000
24038900 278.750000 Ganymede 19.837000
24044900 278.750000 Ganymede 19.871000
24050900 278.750000 Ganymede 19.906000
24164420 280.250000 Europa 19.841999
24164526 280.250000 Europa 19.841999
24451742 283.500000 Callisto 19.740000
24463700 283.750000 Callisto 19.679001
24463700 283.750000 Ganymede 19.938999
24469700 283.750000 Callisto 19.649000
24469700 283.750000 Ganymede 19.900000
24469742 283.750000 Callisto 19.649000
24469806 283.750000 Europa 19.819000
24475700 283.750000 Ganymede 19.862000
24475742 283.750000 Callisto 19.620001
24475742 283.750000 Ganymede 19.862000
24481700 283.750000 Ganymede 19.826000
24481742 283.750000 Ganymede 19.826000
24481806 283.750000 Ganymede 19.825001
24529460 284.500000 Ganymede 19.601000
24529500 284.500000 Ganymede 19.601000
24535460 284.500000 Ganymede 19.583000
24541460 284.500000 Ganymede 19.566999
24541500 284.500000 Callisto 19.323999
24541566 284.500000 Callisto 19.323999
24541566 284.500000 Ganymede 19.566000
24547460 284.500000 Callisto 19.299999
24547460 284.500000 Ganymede 19.552999
24547500 284.500000 Ganymede 19.552999
24595220 285.250000 Callisto 19.129999
24595220 285.250000 Ganymede 19.540001
24595262 285.250000 Ganymede 19.540001
24601220 285.250000 Ganymede 19.551001
24601262 285.250000 Ganymede 19.551001
24607220 285.250000 Ganymede 19.563999
24607262 285.250000 Callisto 19.094000
24613220 285.250000 Ganymede 19.580000
24619220 285.500000 Ganymede 19.599001
24625220 285.500000 Ganymede 19.620001
24678980 286.250000 Ganymede 19.907000
24679020 286.250000 Ganymede 19.908001
24684980 286.250000 Ganymede 19.948999
24685020 286.250000 Callisto 18.933001
24685086 286.250000 Ganymede 19.948999
24690980 286.250000 Callisto 18.926001
24690980 286.250000 Ganymede 19.990999
24691020 286.250000 Ganymede 19.990999
24696980 286.250000 Callisto 18.920000
24733020 286.750000 Europa 19.988001
24733086 286.750000 Callisto 18.903000
24744980 287.000000 Europa 19.896000
24745086 287.000000 Callisto 18.903999
24745086 287.000000 Europa 19.895000
24750980 287.000000 Callisto 18.906000
24757020 287.000000 Europa 19.823999
24810740 287.750000 Europa 19.833000
24816780 287.750000 Io 19.944000
24822780 287.750000 Callisto 18.997999
24822846 287.750000 Io 19.973000
24828740 287.750000 Europa 19.952000
24912606 288.750000 Callisto 19.283001
24960260 289.500000 Callisto 19.500999
24960366 289.500000 Io 19.896000
24978300 289.500000 Io 19.951000
25038020 290.250000 Europa 19.930000
25044060 290.250000 Callisto 19.959999
25103780 291.000000 Ganymede 19.655001
25103780 291.000000 Europa 19.679001
25103820 291.000000 Io 19.886999
25103820 291.000000 Ganymede 19.655001
25103886 291.000000 Ganymede 19.655001
25109780 291.000000 Ganymede 19.615999
25109820 291.000000 Io 19.856001
25109820 291.000000 Europa 19.698999
25109886 291.000000 Ganymede 19.615999
25115780 291.250000 Ganymede 19.579000
25115780 291.250000 Europa 19.726000
25115820 291.250000 Ganymede 19.579000
25115886 291.250000 Io 19.844000
25115886 291.250000 Ganymede 19.577999
25121780 291.250000 Ganymede 19.544001
25121820 291.250000 Europa 19.759001
25121886 291.250000 Europa 19.760000
25127780 291.250000 Ganymede 19.511000
25127780 291.250000 Europa 19.798000
25127820 291.250000 Ganymede 19.510000
25127886 291.250000 Ganymede 19.510000
25133780 291.500000 Ganymede 19.480000
25133820 291.500000 Ganymede 19.479000
25139780 291.500000 Ganymede 19.451000
25139780 291.500000 Europa 19.893000
25139820 291.500000 Io 19.982000
25139820 291.500000 Ganymede 19.451000
25142202 291.500000 Europa 19.914000
25145780 291.500000 Ganymede 19.424999
25145820 291.500000 Ganymede 19.424999
25151780 291.500000 Ganymede 19.400999
25151820 291.500000 Ganymede 19.400999
25157780 291.750000 Ganymede 19.381001
25157886 291.750000 Ganymede 19.379999
25163780 291.750000 Ganymede 19.362000
